symbol,industry,year,roic,roe,roa,equity,invested_capital,total_assets,nopat,equity_billion,invested_capital_billion,total_assets_billion,nopat_billion,roic_pct,roe_pct,roa_pct
ADP,Xây dựng và Vật liệu,2015,0.3154,0.3613,0.231,145526492393,166711492393,227652741656.0,52584773426.0,145.53,166.71,227.65,52.58,31.54,36.13,23.1
ADP,Xây dựng và Vật liệu,2016,0.3766,0.4139,0.2878,202449116282,222529116282,291166001153.0,83802528889.0,202.45,222.53,291.17,83.8,37.66,41.39,28.78
ADP,Xây dựng và Vật liệu,2017,0.1909,0.2176,0.1523,217534519429,247993519429,310881339656.0,47341222547.0,217.53,247.99,310.88,47.34,19.09,21.76,15.23
ADP,Xây dựng và Vật liệu,2018,0.1326,0.1408,0.1077,219215653652,232775653652,286454253223.0,30864970823.0,219.22,232.78,286.45,30.86,13.26,14.08,10.77
ADP,Xây dựng và Vật liệu,2019,0.1701,0.1795,0.1414,230948346925,243798346925,293110901917.0,41458914075.0,230.95,243.8,293.11,41.46,17.01,17.95,14.14
ADP,Xây dựng và Vật liệu,2020,0.2837,0.2921,0.2377,268417692531,276337692531,329757569024.0,78398729204.0,268.42,276.34,329.76,78.4,28.37,29.21,23.77
ADP,Xây dựng và Vật liệu,2021,0.1783,0.1783,0.1498,278065560969,278065560969,330930226485.0,49583636438.0,278.07,278.07,330.93,49.58,17.83,17.83,14.98
ADP,Xây dựng và Vật liệu,2022,0.146,0.146,0.1117,274335986648,274335986648,358503421432.0,40046140679.0,274.34,274.34,358.5,40.05,14.6,14.6,11.17
ADP,Xây dựng và Vật liệu,2023,0.2052,0.2052,0.1545,287190211888,287190211888,381328610120.0,58934029150.0,287.19,287.19,381.33,58.93,20.52,20.52,15.45
ADP,Xây dựng và Vật liệu,2024,0.3132,0.3132,0.2401,272364832388,272364832388,355389113643.0,85313983000.0,272.36,272.36,355.39,85.31,31.32,31.32,24.01
ADP,Xây dựng và Vật liệu,2025,0.2887,0.2887,0.2199,264885895004,264885895004,347641277188.0,76460537616.0,264.89,264.89,347.64,76.46,28.87,28.87,21.99
ADS,Hàng cá nhân & Gia dụng,2015,0.0133,0.0502,0.0111,234105611977,884769480331,1055684919466.0,11762337553.0,234.11,884.77,1055.68,11.76,1.33,5.02,1.11
ADS,Hàng cá nhân & Gia dụng,2016,0.035,0.1384,0.0281,256380235174,1014807869439,1265209664086.0,35493396636.0,256.38,1014.81,1265.21,35.49,3.5,13.84,2.81
ADS,Hàng cá nhân & Gia dụng,2017,0.0519,0.1459,0.0402,430828921245,1210687352238,1565131935741.0,62858760798.0,430.83,1210.69,1565.13,62.86,5.19,14.59,4.02
ADS,Hàng cá nhân & Gia dụng,2018,0.045,0.1249,0.033,451976486643,1253933070506,1712908182187.0,56440342614.0,451.98,1253.93,1712.91,56.44,4.5,12.49,3.3
ADS,Hàng cá nhân & Gia dụng,2019,0.0069,0.0205,0.0052,404962605143,1194616325418,1582635023567.0,8282329120.0,404.96,1194.62,1582.64,8.28,0.69,2.05,0.52
ADS,Hàng cá nhân & Gia dụng,2020,0.0227,0.0633,0.0147,426416001869,1190539628404,1839500398782.0,26999932127.0,426.42,1190.54,1839.5,27.0,2.27,6.33,1.47
ADS,Hàng cá nhân & Gia dụng,2021,0.0767,0.1721,0.0506,583902322656,1310848895546,1985168600052.0,100486275127.0,583.9,1310.85,1985.17,100.49,7.67,17.21,5.06
ADS,Hàng cá nhân & Gia dụng,2022,0.0525,0.1141,0.0344,657094970041,1428373446907,2181694751879.0,74943592882.0,657.09,1428.37,2181.69,74.94,5.25,11.41,3.44
ADS,Hàng cá nhân & Gia dụng,2023,0.0414,0.0817,0.03,918250792229,1810870313038,2503792256902.0,74990043518.0,918.25,1810.87,2503.79,74.99,4.14,8.17,3.0
ADS,Hàng cá nhân & Gia dụng,2024,0.0283,0.0576,0.0212,957321292334,1951144833260,2603845823236.0,55125782661.0,957.32,1951.14,2603.85,55.13,2.83,5.76,2.12
ADS,Hàng cá nhân & Gia dụng,2025,0.0545,0.1065,0.0433,1023027198524,1999178713826,2514471256883.0,108919361364.0,1023.03,1999.18,2514.47,108.92,5.45,10.65,4.33
AFX,Bán lẻ,2015,0.001,0.002,0.001,357740731800,696438563393,746071938141.0,718118152.0,357.74,696.44,746.07,0.72,0.1,0.2,0.1
AFX,Bán lẻ,2016,0.0162,0.0215,0.0143,348160294216,463694781669,523197809716.0,7495235410.0,348.16,463.69,523.2,7.5,1.62,2.15,1.43
AFX,Bán lẻ,2017,0.0602,0.0622,0.0572,371248778710,383314190608,403651066282.0,23088484494.0,371.25,383.31,403.65,23.09,6.02,6.22,5.72
AFX,Bán lẻ,2018,0.0128,0.0165,0.0121,364014249509,468769333667,495635311199.0,6021447620.0,364.01,468.77,495.64,6.02,1.28,1.65,1.21
AFX,Bán lẻ,2019,0.0003,0.0003,0.0003,358586185017,440294469167,473496735103.0,122519155.0,358.59,440.29,473.5,0.12,0.03,0.03,0.03
AFX,Bán lẻ,2020,0.0448,0.0483,0.0418,376770368633,406008871861,434561326366.0,18184672350.0,376.77,406.01,434.56,18.18,4.48,4.83,4.18
AFX,Bán lẻ,2021,0.0338,0.0528,0.0327,398502582562,622826047897,642471773141.0,21037984124.0,398.5,622.83,642.47,21.04,3.38,5.28,3.27
AFX,Bán lẻ,2022,0.0289,0.0673,0.0262,425226687783,989359472839,1094182874816.0,28626004427.0,425.23,989.36,1094.18,28.63,2.89,6.73,2.62
AFX,Bán lẻ,2023,0.0249,0.059,0.023,449743219775,1065250524597,1154993234978.0,26515832213.0,449.74,1065.25,1154.99,26.52,2.49,5.9,2.3
AFX,Bán lẻ,2024,0.0257,0.0589,0.014,475924934314,1090177421183,1994321476003.0,28011506150.0,475.92,1090.18,1994.32,28.01,2.57,5.89,1.4
AFX,Bán lẻ,2025,0.0376,0.0908,0.0301,521340063579,1259309227453,1570958754487.0,47319704573.0,521.34,1259.31,1570.96,47.32,3.76,9.08,3.01
AGF,Thực phẩm và đồ uống,2015,-0.0002,-0.0005,-0.0002,856848729710,1868032777404,2529832135552.0,-445505604.0,856.85,1868.03,2529.83,-0.45,-0.02,-0.05,-0.02
AGF,Thực phẩm và đồ uống,2016,0.0016,0.0033,0.0011,788901289897,1645757994627,2454311440067.0,2585464097.0,788.9,1645.76,2454.31,2.59,0.16,0.33,0.11
AGF,Thực phẩm và đồ uống,2017,-0.1319,-0.3114,-0.0904,601572053534,1420450602324,2072111657261.0,-187329236363.0,601.57,1420.45,2072.11,-187.33,-13.19,-31.14,-9.04
AGF,Thực phẩm và đồ uống,2018,-0.1805,-0.4206,-0.1449,423464705167,986560317470,1229047001127.0,-178107348367.0,423.46,986.56,1229.05,-178.11,-18.05,-42.06,-14.49
AGF,Thực phẩm và đồ uống,2019,-0.3114,-0.82,-0.2803,311723799874,820779309236,911810252186.0,-255624659005.0,311.72,820.78,911.81,-255.62,-31.14,-82.0,-28.03
AGF,Thực phẩm và đồ uống,2020,-0.0141,-0.0588,-0.0119,152422217362,634325817614,752616783535.0,-8957211415.0,152.42,634.33,752.62,-8.96,-1.41,-5.88,-1.19
AGF,Thực phẩm và đồ uống,2021,-0.2736,,-0.2148,-125877928967,337545554328,429950447381.0,-92357864904.0,-125.88,337.55,429.95,-92.36,-27.36,,-21.48
AGF,Thực phẩm và đồ uống,2022,-0.0731,,-0.058,-172668538321,265557324746,334484522639.0,-19416791505.0,-172.67,265.56,334.48,-19.42,-7.31,,-5.8
AGF,Thực phẩm và đồ uống,2023,-0.0271,,-0.0209,-178691539936,222430744116,288363579364.0,-6023001615.0,-178.69,222.43,288.36,-6.02,-2.71,,-2.09
AGF,Thực phẩm và đồ uống,2024,-0.0169,,-0.0124,-182181249534,206584728592,282144752767.0,-3489709598.0,-182.18,206.58,282.14,-3.49,-1.69,,-1.24
AGF,Thực phẩm và đồ uống,2025,-0.0151,,-0.01,-184730343432,168603381945,255274543773.0,-2549093898.0,-184.73,168.6,255.27,-2.55,-1.51,,-1.0
AGP,Y tế,2015,0.0743,0.1449,0.0644,92615459338,180598579695,208410553668.0,13417301558.0,92.62,180.6,208.41,13.42,7.43,14.49,6.44
AGP,Y tế,2016,0.1032,0.2189,0.0767,100456203311,213111152812,286493113891.0,21987485635.0,100.46,213.11,286.49,21.99,10.32,21.89,7.67
AGP,Y tế,2017,0.1104,0.1917,0.0851,152100194126,264117716119,342623142314.0,29160589148.0,152.1,264.12,342.62,29.16,11.04,19.17,8.51
AGP,Y tế,2018,0.0922,0.186,0.0696,174086610390,351421500084,465059250985.0,32387247390.0,174.09,351.42,465.06,32.39,9.22,18.6,6.96
AGP,Y tế,2019,0.0602,0.133,0.0523,213669110588,472217341711,542921962494.0,28411114408.0,213.67,472.22,542.92,28.41,6.02,13.3,5.23
AGP,Y tế,2020,0.0571,0.1336,0.0486,218023486679,509967617455,599211129803.0,29124935434.0,218.02,509.97,599.21,29.12,5.71,13.36,4.86
AGP,Y tế,2021,0.0598,0.1431,0.0495,232229592659,555407383124,670869624254.0,33226414373.0,232.23,555.41,670.87,33.23,5.98,14.31,4.95
AGP,Y tế,2022,0.0631,0.1366,0.0535,314167534002,679698461874,802439794390.0,42910272595.0,314.17,679.7,802.44,42.91,6.31,13.66,5.35
AGP,Y tế,2023,0.057,0.123,0.0486,354684336804,765559470537,897763414064.0,43612786683.0,354.68,765.56,897.76,43.61,5.7,12.3,4.86
AGP,Y tế,2024,0.0519,0.1223,0.0447,399859406479,941186228738,1094278885505.0,48889738710.0,399.86,941.19,1094.28,48.89,5.19,12.23,4.47
AGP,Y tế,2025,0.0478,0.1143,0.0381,454295382782,1086522240236,1363524498089.0,51916192915.0,454.3,1086.52,1363.52,51.92,4.78,11.43,3.81
ALT,Truyền thông,2015,0.0275,0.0295,0.0256,203638495966,218956219397,235192442147.0,6011381394.0,203.64,218.96,235.19,6.01,2.75,2.95,2.56
ALT,Truyền thông,2016,0.0277,0.0282,0.0258,205711095088,209309964488,224604123621.0,5795920627.0,205.71,209.31,224.6,5.8,2.77,2.82,2.58
ALT,Truyền thông,2017,0.0361,0.0368,0.0336,208981636682,212549392423,228319841394.0,7682732707.0,208.98,212.55,228.32,7.68,3.61,3.68,3.36
ALT,Truyền thông,2018,0.0339,0.0354,0.0298,211545328764,221188048739,251119236363.0,7494992753.0,211.55,221.19,251.12,7.49,3.39,3.54,2.98
ALT,Truyền thông,2019,0.0385,0.039,0.0344,215271724525,218040944590,244439330224.0,8401309085.0,215.27,218.04,244.44,8.4,3.85,3.9,3.44
ALT,Truyền thông,2020,0.0179,0.0197,0.0141,213858256520,235305492979,299686582606.0,4211315136.0,213.86,235.31,299.69,4.21,1.79,1.97,1.41
ALT,Truyền thông,2021,0.0221,0.0245,0.019,214980669081,237947074919,276575206242.0,5260993498.0,214.98,237.95,276.58,5.26,2.21,2.45,1.9
ALT,Truyền thông,2022,0.0372,0.043,0.0302,219261815277,253425879256,312303334849.0,9432070824.0,219.26,253.43,312.3,9.43,3.72,4.3,3.02
ALT,Truyền thông,2023,0.0272,0.0318,0.0215,220544546183,257736399795,326741213834.0,7019439906.0,220.54,257.74,326.74,7.02,2.72,3.18,2.15
ALT,Truyền thông,2024,0.0128,0.0147,0.0088,214882715765,246929643471,358177591771.0,3164682460.0,214.88,246.93,358.18,3.16,1.28,1.47,0.88
ALT,Truyền thông,2025,0.0352,0.0443,0.0275,220296396533,277513301211,354946462761.0,9764726047.0,220.3,277.51,354.95,9.76,3.52,4.43,2.75
AMC,Tài nguyên Cơ bản,2015,0.1772,0.2511,0.1358,48821621294,69197033529,90261812235.0,12260889479.0,48.82,69.2,90.26,12.26,17.72,25.11,13.58
AMC,Tài nguyên Cơ bản,2016,0.2062,0.2531,0.1499,49965383089,61315919269,84342487556.0,12644850743.0,49.97,61.32,84.34,12.64,20.62,25.31,14.99
AMC,Tài nguyên Cơ bản,2017,0.1813,0.2389,0.1362,50484205549,66505453383,88534757734.0,12058307535.0,50.48,66.51,88.53,12.06,18.13,23.89,13.62
AMC,Tài nguyên Cơ bản,2018,0.1791,0.2299,0.1255,46927985800,60240033326,85953800125.0,10789753017.0,46.93,60.24,85.95,10.79,17.91,22.99,12.55
AMC,Tài nguyên Cơ bản,2019,0.1375,0.1842,0.0982,49331459279,66087355835,92497660629.0,9085934580.0,49.33,66.09,92.5,9.09,13.75,18.42,9.82
AMC,Tài nguyên Cơ bản,2020,0.1166,0.1523,0.0796,50042861372,65374736622,95732603127.0,7619995551.0,50.04,65.37,95.73,7.62,11.66,15.23,7.96
AMC,Tài nguyên Cơ bản,2021,0.1134,0.1406,0.0828,50359907789,62417359789,85504247036.0,7079045972.0,50.36,62.42,85.5,7.08,11.34,14.06,8.28
AMC,Tài nguyên Cơ bản,2022,0.1219,0.1265,0.0844,49971474961,51822474961,74875430215.0,6319471769.0,49.97,51.82,74.88,6.32,12.19,12.65,8.44
AMC,Tài nguyên Cơ bản,2023,0.1233,0.1257,0.0821,51193007345,52208007345,78361908165.0,6436466355.0,51.19,52.21,78.36,6.44,12.33,12.57,8.21
AMC,Tài nguyên Cơ bản,2024,0.0921,0.117,0.0606,52881314110,67143508138,102075915653.0,6186953400.0,52.88,67.14,102.08,6.19,9.21,11.7,6.06
AMC,Tài nguyên Cơ bản,2025,0.0879,0.1172,0.0607,54833014819,73058838466,105830669637.0,6425396049.0,54.83,73.06,105.83,6.43,8.79,11.72,6.07
AME,Hàng & Dịch vụ Công nghiệp,2015,0.0074,0.0097,0.0034,134088679976,175645455626,381479227233.0,1304180083.0,134.09,175.65,381.48,1.3,0.74,0.97,0.34
AME,Hàng & Dịch vụ Công nghiệp,2016,0.0121,0.0163,0.005,136308779296,183262729281,447336726251.0,2220099320.0,136.31,183.26,447.34,2.22,1.21,1.63,0.5
AME,Hàng & Dịch vụ Công nghiệp,2017,0.0418,0.0813,0.0227,148365858106,288469837894,530851261032.0,12057078810.0,148.37,288.47,530.85,12.06,4.18,8.13,2.27
AME,Hàng & Dịch vụ Công nghiệp,2018,0.0508,0.1118,0.0276,167050052521,367654551935,676551611584.0,18684194415.0,167.05,367.65,676.55,18.68,5.08,11.18,2.76
AME,Hàng & Dịch vụ Công nghiệp,2019,0.0238,0.0625,0.0173,304346882493,797450705587,1098555377868.0,19010025005.0,304.35,797.45,1098.56,19.01,2.38,6.25,1.73
AME,Hàng & Dịch vụ Công nghiệp,2020,0.0254,0.0646,0.0101,326215314578,827855474949,2076683235620.0,21067369893.0,326.22,827.86,2076.68,21.07,2.54,6.46,1.01
AME,Hàng & Dịch vụ Công nghiệp,2021,0.0203,0.0606,0.0072,345048564254,1027897664906,2903269526862.0,20908368841.0,345.05,1027.9,2903.27,20.91,2.03,6.06,0.72
AME,Hàng & Dịch vụ Công nghiệp,2022,0.0156,0.0272,0.0097,765699844371,1339146723777,2145254708075.0,20845680117.0,765.7,1339.15,2145.25,20.85,1.56,2.72,0.97
AME,Hàng & Dịch vụ Công nghiệp,2023,0.0118,0.0269,0.0084,786897399362,1794519791355,2516041909541.0,21197554991.0,786.9,1794.52,2516.04,21.2,1.18,2.69,0.84
AME,Hàng & Dịch vụ Công nghiệp,2024,0.0107,0.0261,0.0072,870909381020,2128454155568,3174679677683.0,22705683635.0,870.91,2128.45,3174.68,22.71,1.07,2.61,0.72
AME,Hàng & Dịch vụ Công nghiệp,2025,0.0151,0.0449,0.0105,912649766085,2715493822247,3901781682884.0,40943002886.0,912.65,2715.49,3901.78,40.94,1.51,4.49,1.05
AMS,Hàng & Dịch vụ Công nghiệp,2015,0.0198,0.08,0.0123,130505751941,526389286870,847722239161.0,10444402876.0,130.51,526.39,847.72,10.44,1.98,8.0,1.23
AMS,Hàng & Dịch vụ Công nghiệp,2016,0.0317,0.0968,0.0232,179164628474,546325795781,746833903478.0,17338760204.0,179.16,546.33,746.83,17.34,3.17,9.68,2.32
AMS,Hàng & Dịch vụ Công nghiệp,2017,0.0172,0.0605,0.0119,182304436197,640073950437,930323341118.0,11027385076.0,182.3,640.07,930.32,11.03,1.72,6.05,1.19
AMS,Hàng & Dịch vụ Công nghiệp,2018,0.0286,0.0686,0.0186,361211783313,866070591340,1333176276294.0,24772785639.0,361.21,866.07,1333.18,24.77,2.86,6.86,1.86
AMS,Hàng & Dịch vụ Công nghiệp,2019,0.0256,0.0706,0.0145,412375620744,1136630895896,2009253303929.0,29112739078.0,412.38,1136.63,2009.25,29.11,2.56,7.06,1.45
AMS,Hàng & Dịch vụ Công nghiệp,2020,0.0386,0.1083,0.0207,431366081722,1210582118881,2252428576716.0,46713677335.0,431.37,1210.58,2252.43,46.71,3.86,10.83,2.07
AMS,Hàng & Dịch vụ Công nghiệp,2021,0.0331,0.0849,0.0183,467722458591,1199046466109,2166253235505.0,39727195075.0,467.72,1199.05,2166.25,39.73,3.31,8.49,1.83
AMS,Hàng & Dịch vụ Công nghiệp,2022,0.0313,0.0888,0.0163,512351622005,1452524783527,2794297971729.0,45493031926.0,512.35,1452.52,2794.3,45.49,3.13,8.88,1.63
AMS,Hàng & Dịch vụ Công nghiệp,2023,0.0237,0.0667,0.0155,787092464419,2211622721335,3382281060411.0,52492574602.0,787.09,2211.62,3382.28,52.49,2.37,6.67,1.55
AMS,Hàng & Dịch vụ Công nghiệp,2024,0.025,0.068,0.0168,809342568504,2204173016897,3278475528965.0,55040842180.0,809.34,2204.17,3278.48,55.04,2.5,6.8,1.68
AMS,Hàng & Dịch vụ Công nghiệp,2025,0.0241,0.0688,0.0149,864321428190,2469963367991,3998828263458.0,59469064459.0,864.32,2469.96,3998.83,59.47,2.41,6.88,1.49
AMV,Y tế,2015,-0.0307,-0.0582,-0.0299,11236230483,21280944614,21911476112.0,-654065413.0,11.24,21.28,21.91,-0.65,-3.07,-5.82,-2.99
AMV,Y tế,2016,0.0436,0.0673,0.0397,12047616066,18625186806,20420984013.0,811385583.0,12.05,18.63,20.42,0.81,4.36,6.73,3.97
AMV,Y tế,2017,0.1019,0.1114,0.0943,351428569942,383997296842,415285986082.0,39145953876.0,351.43,384.0,415.29,39.15,10.19,11.14,9.43
AMV,Y tế,2018,0.3747,0.385,0.3368,570138299439,585717271339,651685709040.0,219475673052.0,570.14,585.72,651.69,219.48,37.47,38.5,33.68
AMV,Y tế,2019,0.2793,0.2976,0.269,753740101358,803122037258,834094144359.0,224344936184.0,753.74,803.12,834.09,224.34,27.93,29.76,26.9
AMV,Y tế,2020,0.0924,0.0985,0.0882,812538598932,866283770176,907926606915.0,80051441880.0,812.54,866.28,907.93,80.05,9.24,9.85,8.82
AMV,Y tế,2021,0.0561,0.0645,0.0512,1214231568132,1396714960223,1530038654927.0,78311799010.0,1214.23,1396.71,1530.04,78.31,5.61,6.45,5.12
AMV,Y tế,2022,0.0305,0.0336,0.0282,1676780087184,1847298844962,2001913072424.0,56413002627.0,1676.78,1847.3,2001.91,56.41,3.05,3.36,2.82
AMV,Y tế,2023,0.0075,0.0082,0.007,1690082836325,1856845582612,1972918304693.0,13850571354.0,1690.08,1856.85,1972.92,13.85,0.75,0.82,0.7
AMV,Y tế,2024,-0.0071,-0.0078,-0.0067,1672709810324,1827334906151,1955640634757.0,-13065198309.0,1672.71,1827.33,1955.64,-13.07,-0.71,-0.78,-0.67
AMV,Y tế,2025,-0.0308,-0.0337,-0.0286,1619380790087,1769006885914,1905760203871.0,-54503718617.0,1619.38,1769.01,1905.76,-54.5,-3.08,-3.37,-2.86
ANT,Thực phẩm và đồ uống,2015,0.061,0.1701,0.0465,68847783965,191896244451,251724933712.0,11707739387.0,68.85,191.9,251.72,11.71,6.1,17.01,4.65
ANT,Thực phẩm và đồ uống,2016,0.0196,0.0649,0.0172,69706113286,230905865599,263305494015.0,4522451917.0,69.71,230.91,263.31,4.52,1.96,6.49,1.72
ANT,Thực phẩm và đồ uống,2017,-0.0835,-0.3957,-0.0732,47064368284,222979359078,254541844411.0,-18621745002.0,47.06,222.98,254.54,-18.62,-8.35,-39.57,-7.32
ANT,Thực phẩm và đồ uống,2018,0.0073,0.0273,0.006,48386602096,182358372325,219151683483.0,1322233812.0,48.39,182.36,219.15,1.32,0.73,2.73,0.6
ANT,Thực phẩm và đồ uống,2019,0.0278,0.1082,0.0234,54259457271,211275492228,250606666354.0,5872855175.0,54.26,211.28,250.61,5.87,2.78,10.82,2.34
ANT,Thực phẩm và đồ uống,2020,0.0523,0.1838,0.0447,66476470471,233598867015,273336851884.0,12217013200.0,66.48,233.6,273.34,12.22,5.23,18.38,4.47
ANT,Thực phẩm và đồ uống,2021,0.0476,0.1005,0.04,95802391462,202420304642,240412873191.0,9625920991.0,95.8,202.42,240.41,9.63,4.76,10.05,4.0
ANT,Thực phẩm và đồ uống,2022,0.1065,0.2687,0.0871,131009715771,330506820502,404195980532.0,35207324309.0,131.01,330.51,404.2,35.21,10.65,26.87,8.71
ANT,Thực phẩm và đồ uống,2023,0.0146,0.0441,0.0128,228182707080,690763092149,786606941988.0,10060501241.0,228.18,690.76,786.61,10.06,1.46,4.41,1.28
ANT,Thực phẩm và đồ uống,2024,0.0716,0.2441,0.0602,301876273247,1029861030569,1223555979021.0,73693566167.0,301.88,1029.86,1223.56,73.69,7.16,24.41,6.02
ANT,Thực phẩm và đồ uống,2025,0.0986,0.2705,0.09,477740874741,1311334741140,1436567544074.0,129244424918.0,477.74,1311.33,1436.57,129.24,9.86,27.05,9.0
ANV,Thực phẩm và đồ uống,2015,0.0005,0.0012,0.0005,1295775296774,2937733080431,3274071894858.0,1590855243.0,1295.78,2937.73,3274.07,1.59,0.05,0.12,0.05
ANV,Thực phẩm và đồ uống,2016,0.005,0.0103,0.0045,1309007708330,2692860364016,3017825874648.0,13432411556.0,1309.01,2692.86,3017.83,13.43,0.5,1.03,0.45
ANV,Thực phẩm và đồ uống,2017,0.0577,0.1033,0.0533,1393962155297,2495272182979,2702314771797.0,143999171967.0,1393.96,2495.27,2702.31,144.0,5.77,10.33,5.33
ANV,Thực phẩm và đồ uống,2018,0.1944,0.3269,0.1764,1847982700757,3108638343237,3425068628722.0,604167404298.0,1847.98,3108.64,3425.07,604.17,19.44,32.69,17.64
ANV,Thực phẩm và đồ uống,2019,0.1902,0.2951,0.1703,2386064491291,3701369678170,4134443606615.0,704044374234.0,2386.06,3701.37,4134.44,704.04,19.02,29.51,17.03
ANV,Thực phẩm và đồ uống,2020,0.0484,0.0865,0.0418,2333733882693,4174237003104,4834079659323.0,201929870202.0,2333.73,4174.24,4834.08,201.93,4.84,8.65,4.18
ANV,Thực phẩm và đồ uống,2021,0.0294,0.0551,0.0263,2335585626152,4383357403863,4887179840940.0,128739197732.0,2335.59,4383.36,4887.18,128.74,2.94,5.51,2.63
ANV,Thực phẩm và đồ uống,2022,0.1402,0.2338,0.1232,2882202985499,4804244193664,5467653137750.0,673745234347.0,2882.2,4804.24,5467.65,673.75,14.02,23.38,12.32
ANV,Thực phẩm và đồ uống,2023,0.0082,0.0138,0.0077,2847866755609,4776440073069,5112670123139.0,39191645110.0,2847.87,4776.44,5112.67,39.19,0.82,1.38,0.77
ANV,Thực phẩm và đồ uống,2024,0.0106,0.0171,0.0098,2796693826269,4531724152532,4862270517905.0,47832173647.0,2796.69,4531.72,4862.27,47.83,1.06,1.71,0.98
ANV,Thực phẩm và đồ uống,2025,0.1929,0.2834,0.1716,3526868707406,5180332678364,5824715466874.0,999477864573.0,3526.87,5180.33,5824.72,999.48,19.29,28.34,17.16
APC,Y tế,2015,0.1262,0.1435,0.1172,190220169515,216331438454,232920880672.0,27296732538.0,190.22,216.33,232.92,27.3,12.62,14.35,11.72
APC,Y tế,2016,0.1835,0.19,0.1688,217781214498,225446255880,245045466654.0,41373826073.0,217.78,225.45,245.05,41.37,18.35,19.0,16.88
APC,Y tế,2017,0.2417,0.2449,0.2204,270779624449,274369576831,300790140250.0,66303718992.0,270.78,274.37,300.79,66.3,24.17,24.49,22.04
APC,Y tế,2018,0.2188,0.2188,0.2004,339971369202,339971369202,371228076139.0,74399725541.0,339.97,339.97,371.23,74.4,21.88,21.88,20.04
APC,Y tế,2019,0.0575,0.0932,0.0545,600369579143,972870059520,1026105763105.0,55970793838.0,600.37,972.87,1026.11,55.97,5.75,9.32,5.45
APC,Y tế,2020,0.0464,0.0708,0.0448,639796145999,976373254881,1012747721484.0,45328618073.0,639.8,976.37,1012.75,45.33,4.64,7.08,4.48
APC,Y tế,2021,-0.0016,-0.0025,-0.0016,635257068519,971834177401,999849947592.0,-1595270215.0,635.26,971.83,999.85,-1.6,-0.16,-0.25,-0.16
APC,Y tế,2022,-0.0095,-0.0144,-0.0092,626249976964,947627085846,973918540819.0,-9007091555.0,626.25,947.63,973.92,-9.01,-0.95,-1.44,-0.92
APC,Y tế,2023,-0.0413,-0.0603,-0.04,590640920603,862861047788,890474467592.0,-35609056361.0,590.64,862.86,890.47,-35.61,-4.13,-6.03,-4.0
APC,Y tế,2024,-0.0267,-0.0366,-0.0256,569781041832,781558150714,814192568056.0,-20859878771.0,569.78,781.56,814.19,-20.86,-2.67,-3.66,-2.56
